Age,Gender,Education Level,Job Title,Years of Experience,Salary
47.0,Male,PhD,Software Engineer Manager,16.0,185000.0
34.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
37.0,Male,Master's,Software Engineer Manager,10.0,150000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
31.0,Male,Master's,Software Engineer Manager,8.0,130000.0
35.0,Female,Master's,Full Stack Engineer,8.0,140000.0
42.0,Male,Bachelor's,Software Engineer Manager,12.0,160000.0
48.0,Male,PhD,Software Engineer Manager,18.0,200000.0
30.0,Female,Bachelor's,Full Stack Engineer,5.0,100000.0
37.0,Female,Bachelor's,Software Engineer Manager,11.0,170000.0
29.0,Male,Bachelor's,Full Stack Engineer,4.0,90000.0
41.0,Male,Master's,Software Engineer Manager,14.0,180000.0
37.0,Male,Master's,Software Engineer Manager,10.0,150000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
33.0,Male,Bachelor's,Full Stack Engineer,7.0,130000.0
50.0,Male,PhD,Software Engineer Manager,20.0,210000.0
39.0,Female,Master's,Software Engineer Manager,11.0,170000.0
48.0,Male,PhD,Software Engineer Manager,19.0,200000.0
30.0,Female,Bachelor's,Full Stack Engineer,5.0,100000.0
37.0,Female,Bachelor's,Software Engineer Manager,11.0,170000.0
29.0,Male,Bachelor's,Full Stack Engineer,4.0,90000.0
41.0,Male,Master's,Software Engineer Manager,14.0,180000.0
37.0,Male,Master's,Software Engineer Manager,10.0,150000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
33.0,Female,Bachelor's,Full Stack Engineer,7.0,130000.0
42.0,Male,Master's,Software Engineer Manager,13.0,170000.0
33.0,Female,Bachelor's,Full Stack Engineer,6.0,115000.0
39.0,Female,Master's,Software Engineer Manager,12.0,160000.0
32.0,Female,Master's,Full Stack Engineer,6.0,115000.0
36.0,Male,Bachelor's,Software Engineer Manager,8.0,135000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
33.0,Female,Master's,Data Analyst,7.0,95000.0
29.0,Female,Bachelor's,Software Developer,3.0,65000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
38.0,Male,Bachelor's,Data Scientist,10.0,150000.0
27.0,Male,Bachelor's,Software Engineer,3.0,70000.0
33.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
34.0,Female,Bachelor's,Full Stack Engineer,8.0,122485.0
25.0,Male,PhD,Software Engineer Manager,12.0,169159.0
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
37.0,Female,Bachelor's,Full Stack Engineer,10.0,149217.0
50.0,Male,Master's,Software Engineer Manager,21.0,166512.0
34.0,Female,Master's,Full Stack Engineer,10.0,163398.0
60.0,Female,PhD,Software Engineer Manager,33.0,179180.0
35.0,Female,Master's,Full Stack Engineer,10.0,152039.0
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
34.0,Male,Master's,Full Stack Engineer,12.0,160976.0
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
30.0,Male,Master's,Full Stack Engineer,6.0,105725.0
27.0,Female,Bachelor's,Full Stack Engineer,4.0,73895.0
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0
28.0,Female,Master's,Full Stack Engineer,7.0,115920.0
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
29.0,Female,Master's,Full Stack Engineer,4.0,104702.0
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
43.0,Male,Master's,Full Stack Engineer,17.0,155414.0
26.0,Male,Master's,Full Stack Engineer,4.0,102859.0
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
57.0,Female,Master's,Full Stack Engineer,33.0,188232.0
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
49.0,Male,Bachelor's,Full Stack Engineer,22.0,181132.0
31.0,Female,Master's,Full Stack Engineer,6.0,101186.0
39.0,Male,Master's,Software Engineer Manager,14.0,142360.0
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0
32.0,Male,Bachelor's,Software Engineer Manager,9.0,104661.0
34.0,Female,Bachelor's,Full Stack Engineer,8.0,122485.0
25.0,Male,PhD,Software Engineer Manager,12.0,169159.0
52.0,Male,PhD,Software Engineer Manager,23.0,161568.0
57.0,Female,PhD,Full Stack Engineer,30.0,121450.0
37.0,Female,Bachelor's,Full Stack Engineer,10.0,149217.0
50.0,Male,Master's,Software Engineer Manager,21.0,166512.0
34.0,Female,Master's,Full Stack Engineer,10.0,163398.0
60.0,Female,PhD,Software Engineer Manager,33.0,179180.0
35.0,Female,Master's,Full Stack Engineer,10.0,152039.0
57.0,Female,PhD,Software Engineer Manager,33.0,191790.0
34.0,Male,Master's,Full Stack Engineer,12.0,160976.0
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0
30.0,Male,Master's,Full Stack Engineer,6.0,105725.0
27.0,Female,Bachelor's,Full Stack Engineer,4.0,73895.0
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0
28.0,Female,Master's,Full Stack Engineer,7.0,115920.0
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0
29.0,Female,Master's,Full Stack Engineer,4.0,104702.0
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
43.0,Male,Master's,Full Stack Engineer,17.0,155414.0
26.0,Male,Master's,Full Stack Engineer,4.0,102859.0
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0
57.0,Female,Master's,Full Stack Engineer,33.0,188232.0
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
49.0,Male,Bachelor's,Full Stack Engineer,22.0,181132.0
31.0,Female,Master's,Full Stack Engineer,6.0,101186.0
39.0,Male,Master's,Software Engineer Manager,14.0,142360.0
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0
32.0,Male,Bachelor's,Software Engineer Manager,9.0,104661.0
28.0,Male,Master's,Full Stack Engineer,4.0,90452.0
46.0,Female,PhD,Software Engineer Manager,23.0,168304.0
55.0,Female,PhD,Software Engineer Manager,30.0,183138.0
35.0,Male,Master's,Full Stack Engineer,9.0,130275.0
33.0,Female,Bachelor's,Full Stack Engineer,9.0,133326.0
43.0,Female,PhD,Software Engineer Manager,19.0,155944.0
36.0,Male,Master's,Full Stack Engineer,11.0,137775.0
49.0,Male,Master's,Software Engineer Manager,22.0,182237.0
35.0,Female,Master's,Full Stack Engineer,10.0,151901.0
43.0,Male,Master's,Full Stack Engineer,20.0,167207.0
52.0,Female,PhD,Software Engineer Manager,29.0,194214.0
28.0,Male,Bachelor's,Full Stack Engineer,5.0,84407.0
50.0,Female,Master's,Full Stack Engineer,25.0,192344.0
24.0,Male,PhD,Software Engineer Manager,1.0,106132.0
38.0,Male,Master's,Full Stack Engineer,15.0,170995.0
47.0,Male,PhD,Software Engineer Manager,21.0,173582.0
42.0,Female,Master's,Full Stack Engineer,14.0,163558.0
38.0,Female,PhD,Software Engineer Manager,15.0,144496.0
33.0,Female,Master's,Full Stack Engineer,8.0,122581.0
26.0,Male,Master's,Full Stack Engineer,4.0,89843.0
44.0,Female,PhD,Software Engineer Manager,18.0,161621.0
54.0,Male,Bachelor's,Full Stack Engineer,25.0,179987.0
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
30.0,Female,Master's,Full Stack Engineer,5.0,102465.0
40.0,Male,Master's,Software Engineer Manager,16.0,149748.0
36.0,Male,Master's,Full Stack Engineer,13.0,146351.0
52.0,Male,PhD,Software Engineer Manager,26.0,185462.0
26.0,Male,Master's,Full Stack Engineer,4.0,90944.0
33.0,Female,Master's,Full Stack Engineer,9.0,136533.0
54.0,Female,PhD,Software Engineer Manager,31.0,191818.0
42.0,Male,Master's,Full Stack Engineer,19.0,176643.0
44.0,Male,Master's,Full Stack Engineer,21.0,168906.0
43.0,Male,Bachelor's,Full Stack Engineer,17.0,149198.0
29.0,Male,PhD,Software Engineer Manager,6.0,106662.0
26.0,Male,Master's,Full Stack Engineer,4.0,85825.0
39.0,Female,PhD,Software Engineer Manager,13.0,143814.0
43.0,Male,Master's,Full Stack Engineer,21.0,187951.0
51.0,Male,PhD,Software Engineer Manager,26.0,191159.0
29.0,Female,Master's,Full Stack Engineer,5.0,102868.0
36.0,Male,Bachelor's,Full Stack Engineer,13.0,143885.0
52.0,Female,PhD,Software Engineer Manager,27.0,180958.0
56.0,Female,PhD,Software Engineer Manager,31.0,197354.0
32.0,Female,Master's,Full Stack Engineer,8.0,123781.0
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0
49.0,Male,Master's,Full Stack Engineer,22.0,179045.0
44.0,Female,PhD,Software Engineer Manager,18.0,157872.0
33.0,Female,Master's,Full Stack Engineer,11.0,129686.0
26.0,Male,Master's,Full Stack Engineer,3.0,68472.0
45.0,Female,PhD,Software Engineer Manager,23.0,172925.0
54.0,Male,Bachelor's,Full Stack Engineer,27.0,183417.0
23.0,Male,PhD,Software Engineer Manager,1.0,579.0
26.0,Female,Bachelor's,Software Engineer,2.0,65000.0
33.0,Male,Master's,Data Analyst,8.0,120000.0
41.0,Male,PhD,Data Scientist,15.0,190000.0
35.0,Female,Master's,Software Engineer,9.0,140000.0
28.0,Male,Bachelor's,Software Developer,3.0,75000.0
37.0,Female,Master's,Data Scientist,11.0,160000.0
24.0,Female,Master's,Software Engineer,2.0,60000.0
29.0,Female,Bachelor's,Software Developer,5.0,80000.0
31.0,Male,Master's,Data Scientist,7.0,130000.0
27.0,Female,Bachelor's,Software Engineer,3.0,65000.0
33.0,Female,Master's,Data Analyst,8.0,100000.0
22.0,Male,Bachelor's,Software Engineer,1.0,50000.0
28.0,Female,Bachelor's,Software Engineer,4.0,70000.0
34.0,Female,Master's,Data Scientist,9.0,140000.0
23.0,Male,Bachelor's,Software Developer,1.0,45000.0
25.0,Male,Master's,Software Engineer,2.0,60000.0
37.0,Female,Bachelor's,Data Analyst,11.0,150000.0
28.0,Male,Bachelor's,Software Engineer,4.0,70000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
34.0,Male,Master's,Data Scientist,9.0,140000.0
23.0,Female,Bachelor's,Software Engineer,1.0,50000.0
25.0,Female,Master's,Software Engineer,2.0,60000.0
37.0,Male,Bachelor's,Data Analyst,11.0,160000.0
28.0,Male,Bachelor's,Software Engineer,4.0,75000.0
34.0,Male,Master's,Data Analyst,8.0,100000.0
24.0,Female,Bachelor's,Software Developer,2.0,55000.0
30.0,Female,Bachelor's,Software Engineer,5.0,90000.0
26.0,Male,Bachelor's,Software Developer,2.0,60000.0
35.0,Female,Master's,Data Analyst,9.0,120000.0
27.0,Female,Bachelor's,Software Engineer,3.0,70000.0
29.0,Female,Bachelor's,Full Stack Engineer,6.0,103579.0
45.0,Male,Master's,Software Engineer Manager,19.0,163780.0
28.0,Male,Master's,Full Stack Engineer,5.0,84181.0
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0
35.0,Male,Master's,Full Stack Engineer,9.0,131547.0
33.0,Female,Bachelor's,Full Stack Engineer,8.0,124071.0
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0
36.0,Male,Master's,Full Stack Engineer,11.0,138859.0
49.0,Male,Master's,Software Engineer Manager,23.0,182392.0
35.0,Female,Master's,Full Stack Engineer,11.0,151078.0
43.0,Male,Master's,Full Stack Engineer,20.0,167924.0
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0
28.0,Male,Bachelor's,Full Stack Engineer,4.0,77606.0
50.0,Female,Master's,Full Stack Engineer,24.0,192756.0
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0
38.0,Male,Master's,Full Stack Engineer,15.0,171652.0
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0
42.0,Female,Master's,Full Stack Engineer,14.0,163978.0
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
33.0,Female,Master's,Full Stack Engineer,8.0,122970.0
26.0,Male,Master's,Full Stack Engineer,4.0,91062.0
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0
54.0,Male,Bachelor's,Full Stack Engineer,25.0,179756.0
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0
30.0,Female,Master's,Full Stack Engineer,5.0,102828.0
40.0,Male,Master's,Software Engineer Manager,16.0,150301.0
36.0,Male,Master's,Full Stack Engineer,13.0,147326.0
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0
26.0,Male,Master's,Full Stack Engineer,4.0,91397.0
33.0,Female,Master's,Full Stack Engineer,9.0,136986.0
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
34.0,Male,Master's,Software Engineer Manager,9.0,146075.0
35.0,Male,Master's,Full Stack Engineer,9.0,132638.0
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
54.0,Male,Master's,Full Stack Engineer,28.0,191239.0
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0
30.0,Female,Master's,Full Stack Engineer,6.0,110707.0
40.0,Male,Master's,Software Engineer Manager,17.0,151670.0
36.0,Male,Master's,Full Stack Engineer,13.0,146508.0
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0
26.0,Male,Master's,Full Stack Engineer,3.0,70216.0
33.0,Female,Master's,Full Stack Engineer,9.0,135596.0
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0
42.0,Male,Master's,Full Stack Engineer,19.0,177347.0
34.0,Male,Master's,Software Engineer Manager,9.0,146075.0
35.0,Male,Master's,Full Stack Engineer,9.0,132638.0
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0
